tower,what_type_of_work_is_here,income_confidence,income_assessment,land_use,comment,area_size_sqkm,cdr_users,mfs_users,user_ratio,cdr_density,mfs_density,building_count,building_density,residential,income_cleaned,income_adjusted,voronoi
1883,Commercial,Medium,Average / Wealthy,Formal Residential,,0.3141230443,1165,877,1.3283922463,0.0002696335,0.0003581791,839,2670.9278903971,True,wealthy,wealthy,0103000020E6100000010000000600000023795D2CE3A14340513811EA1C3A1BC0A8428AF329A143400AA13576E3381BC00B7E5D034EA14340EA00554C22331BC0F052C50453A14340B116E0E409331BC0A3366CFBBAA143402278FF3238341BC023795D2CE3A14340513811EA1C3A1BC0
1444,Unskilled manual labour,High,Average,Informal Peri-Urban ,,4.6167731525,563,401,1.4039900249,0.0082003076,0.01151315,2272,492.1186129303,,average,average,0103000020E6100000010000000700000091953676F08B4340049790DE34131BC05248802DEE8B43409DE3E48932131BC0420C0D3BC58B4340CD99DFF4F8101BC09653D258718E4340B980D7A507F71AC0B51A0450AB8F43405B0920D21FFF1AC0C642923F698E434021C2C7E7F50E1BC091953676F08B4340049790DE34131BC0
1649,Skilled manual labour,High,Average,Administrative,,0.2358604466,333,167,1.994011976,0.0007082896,0.001412338,283,1199.86205412,,average,average,0103000020E610000001000000060000007194449BD19A4340625880AD7D2D1BC044AF6E7D8F9A434097D815F24A261BC0C3158F8DBF9A43408E7A6C2DC7251BC0797397443C9B43409B82F82607291BC0A4C54362D49A4340AEED478C7B2D1BC07194449BD19A4340625880AD7D2D1BC0
1594,Unskilled manual labour,High,Average,Informal Peri-Urban ,,4.0012573699,587,424,1.3844339623,0.0068164521,0.0094369278,805,201.1867584547,,average,average,0103000020E610000001000000090000004A489B4BE998434091B32BE18A061BC0501A613379964340791760AA92031BC0AD93AE2B73964340DDAAE5E79A021BC08B3D13EADB964340115CCBB038F81AC0FA3F1AD3F8984340FDC1A97841F41AC00A05F1231399434036C626F2B5F41AC0F69787DED499434039CE4A5F68001BC080D84258C6994340F244CF3376011BC04A489B4BE998434091B32BE18A061BC0
1713,Office services,High,Poor,Military / Informal Residential,,1.0755530317,845,623,1.3563402889,0.0012728438,0.0017264094,1068,992.9775366692,True,poor,poor,0103000020E610000001000000060000009BC8A38C309C4340F1BB7A62C4011BC00E2DEBDDEC9B4340D909D81E98001BC03612BA429B9B43402B3422E056F91AC04D103884A19C4340B9E9EC0145F11AC09B193FF0F69C4340D20C4E5A53F71AC09BC8A38C309C4340F1BB7A62C4011BC0
1957,Skilled manual labour,High,Poor,Informal Residential,,0.0600186631,137,82,1.6707317073,0.0004380924,0.0007319349,97,1616.163956399,True,poor,poor,0103000020E6100000010000000500000036126D0B28A34340A3D23A90977E1BC06470F5C6FEA2434029CA01D4CC771BC05A0D897B2CA343407BEF25B807781BC05A0D897B2CA34340EB8D34CB787E1BC036126D0B28A34340A3D23A90977E1BC0
1988,Unskilled manual labour,High,Poor,Informal Residential,,0.2245175291,1046,754,1.3872679045,0.0002146439,0.0002977686,682,3037.6247362499,True,poor,poor,0103000020E610000001000000060000002A39FD96A4A34340C7D92B2A677B1BC0D9F3E18A3BA3434090BE09DA09781BC0641DDF6483A34340004EF82ED7751BC0E8F35813E5A343401DA2D49312771BC08AE16A230EA443403E22F5464F781BC02A39FD96A4A34340C7D92B2A677B1BC0
1693,Unskilled manual labour,High,Poor,Military / Informal Residential,,0.8492866513,662,456,1.451754386,0.0012829103,0.0018624707,1455,1713.2024832002,True,poor,poor,0103000020E610000001000000070000003612BA429B9B43402B3422E056F91AC08DF9228B219B4340E03E3F83C2F31AC01D6E5A2B429C43406ED4EA40B8EC1AC0AFC1C0A2639C4340012BF8E6F5EC1AC08EF2D92BAB9C434012DB7F9449F01AC04D103884A19C4340B9E9EC0145F11AC03612BA429B9B43402B3422E056F91AC0
1591,Unskilled manual labour,Medium,Poor / Average,Informal Residential / Formal Residential,,1.3358180171,492,361,1.3628808864,0.0027150773,0.0037003269,1520,1137.879546873,True,poor,poor,0103000020E610000001000000070000001323219DD6984340B8D746CEAFAE1AC0AEBC491A009843408A5A1913EBA41AC0C161D60908984340D467647218A41AC0E2BF0C6DD0984340A0455324A79F1AC0A69AAEAFBF994340D5B24F11BBAA1AC0A4FF0C6D5E9943404F10A13C90AE1AC01323219DD6984340B8D746CEAFAE1AC0
1837,Skilled manual labour,Medium,Poor / Average,Formal Residential / Informal Residential,,0.2790744938,403,283,1.4240282686,0.0006924925,0.000986129,1246,4464.7577170519,True,poor,poor,0103000020E6100000010000000700000094DF1D4854A04340E11E9F42A6361BC08E4B690DF69F4340600B008898341BC0FAE60E1D24A04340EDE6FC53A9301BC0623A9FEE9FA04340341D56D452321BC091D9D03ABAA04340F8E14B76ED331BC060D4D3A49FA04340B1F8EB904E361BC094DF1D4854A04340E11E9F42A6361BC0
2081,Unskilled manual labour,Medium,Poor / Average,Peri-Urban,,25.0376482443,966,666,1.4504504505,0.0259188905,0.0375940664,764,30.5140479866,,poor,poor,0103000020E6100000010000000700000034B72331A6AD43405E397D1AF0E91BC0365F6DB0A1A74340CECC3C015DE31BC0BE4BB1EC19A7434045B623B17BD91BC03139C12F2CA84340F4D2E2C90AB21BC0623F804688A8434063A6BB2A8CB01BC0D59D1DA4E2AD43401D2CF76E02CA1BC034B72331A6AD43405E397D1AF0E91BC0
1384,Unskilled manual labour,Medium,Poor / Average,Informal Peri-Urban ,,21.3288862871,756,529,1.4291115312,0.0282128125,0.0403192557,2340,109.7103697073,,poor,poor,0103000020E6100000010000000800000018A24A44368243402DFC63919E761BC0BDBFAED66C814340F08D33F56D761BC02902BE205781434069BB82CE0B221BC0E4602DD1A38243403CC8F9FFD9101BC09800D551F88243406A9E56F796121BC003052E5775844340238FEBFEF24C1BC0AC027EAF6A8343408E4635367B711BC018A24A44368243402DFC63919E761BC0
1436,Unskilled manual labour,Medium,Poor / Average,Informal Peri-Urban ,,6.8346971454,610,433,1.4087759815,0.0112044215,0.01578452,2289,334.9087679072,,poor,poor,0103000020E610000001000000060000003463540D618C4340094B83D23B5D1BC045059AC1C18B4340FCFE6845343E1BC08634D36AA08D4340C1668F7F5F3C1BC001995376E48E4340948A92DB7F461BC0B9CE2F7CCF8E4340F014A26F71541BC03463540D618C4340094B83D23B5D1BC0
2041,Skilled manual labour,High,Very Wealthy,Formal Residential,,0.1501615554,6,2,3,0.0250269259,0.0750807777,144,958.9671575512,True,wealthy,wealthy,0103000020E61000000100000007000000F0C65311BCA44340629B69E49E3D1BC0820C961167A4434056C95A16463D1BC02BF7A6BD5CA443409CBEC8F4023D1BC088E4FDF38FA44340D2EFBF3FA4391BC01C9AACFAB1A4434058C180AE96391BC0BB438A4905A54340F9B54E7B9D3B1BC0F0C65311BCA44340629B69E49E3D1BC0
1939,Commercial,None,Average / Wealthy / Poor,Informal Residential / Formal Residential,1939 for presentation (servants in the middle),0.4611431319,481,331,1.4531722054,0.0009587175,0.0013931817,1296,2810.4072473293,True,average,average,0103000020E610000001000000070000001E6F4965E1A2434008C9B554911D1BC0270B57484EA243402B09E824721B1BC000590FCF2EA24340EE3D5C72DC191BC006580FC147A243409D5C5CABCA161BC07B9239DBFBA243407D3AC81C98151BC09FE3B5B421A3434065966C5548161BC01E6F4965E1A2434008C9B554911D1BC0
1538,Unskilled manual labour,High,Average,Industrial / Informal Residential,,2.6447216765,534,379,1.4089709763,0.0049526623,0.0069781575,324,122.5081651783,True,average,average,0103000020E6100000010000000800000059DEA3149695434072A877E5EEAB1AC098BE96BE31944340462DB21ABCAA1AC0CAF2F08107944340F2B57E6BD8A91AC02C37B00D329443401B2E2393179E1AC0CF08CA17EF95434035B60DBCC59C1AC0F48BF445599643406EDC86549C9F1AC0BC6DBC9A559643402D459F48E0A41AC059DEA3149695434072A877E5EEAB1AC0
1603,Unskilled manual labour,High,Average,Informal Residential,,0.9601800102,669,471,1.4203821656,0.0014352467,0.0020385987,1944,2024.6203621476,True,average,average,0103000020E610000001000000060000007F2327350599434005A5136D5F751BC052A560CBC9984340F328521A83731BC0BF8EE091A4984340F8568E7110701BC05702B66F759943403FBAE28289691BC074AEBFB1449A43406E96F9A4F1711BC07F2327350599434005A5136D5F751BC0
1497,Unskilled manual labour,High,Average,Education,"Secondary School , Large Cement Company",9.3641115756,231,167,1.3832335329,0.0405372795,0.0560725244,241,25.7365579269,,average,average,0103000020E610000001000000070000000DB35AE2CC9143401A3840BFEBB11AC0E159CF0DC78E4340145E6392B5A11AC022CB5FCD89924340DB824DBA70921AC0D4B72B3694934340665CE07EEE941AC02C37B00D329443401B2E2393179E1AC0CAF2F08107944340F2B57E6BD8A91AC00DB35AE2CC9143401A3840BFEBB11AC0
1547,Skilled manual labour,High,Poor,Military / Informal Residential,,0.625578968,1040,745,1.3959731544,0.0006015182,0.0008397033,1778,2842.1671617858,True,poor,poor,0103000020E61000000100000005000000D7E56DE1089643403D17C8E313901BC011A8569A9C9543409448536C1A8C1BC0C6870EC52796434076FA5D1460861BC01391F788FF964340DA982383D08B1BC0D7E56DE1089643403D17C8E313901BC0
1827,Unskilled manual labour,High,Very Poor,Informal Residential,,0.3038701205,408,271,1.5055350554,0.0007447797,0.001121292,1267,4169.5445335352,True,poor,poor,0103000020E6100000010000000700000003780B2428A043406AAD22C66F7D1BC0225456AEFC9F4340EE997602577D1BC072504A08B69F434037AA4B70D57B1BC04ADF7226BE9F43409637C12A99741BC09346B3D51DA04340FFC93C64D6751BC003780B2428A0434080D4264EEE771BC003780B2428A043406AAD22C66F7D1BC0
1606,Unskilled manual labour,High,Poor,Informal Residential,,0.386539342,370,261,1.4176245211,0.0010447009,0.0014809936,897,2320.5917291481,True,poor,poor,0103000020E61000000100000008000000002AADB47C994340FB05530B4F2E1BC0167598FF2099434091003BB2FD2B1BC07C01AC2226994340B2A6BF30442A1BC0720EFEEFA3994340047F2DD0D3271BC01C64731F149A4340B2F323929A281BC060F9D5B5119A4340EB89DC4F722B1BC098336B739A994340DB5FA53F202E1BC0002AADB47C994340FB05530B4F2E1BC0
1695,Unskilled manual labour,High,Wealthy,Formal Residential,,1.7741090235,503,334,1.505988024,0.0035270557,0.0053117037,1592,897.3518419194,True,wealthy,wealthy,0103000020E61000000100000007000000D00643C4679C43408ECDB31C45D71AC032638DCEEC9B43408DC1177024D61AC048570B906E9B434066E0751F10D11AC08B885E9AA29B43400E752BD7EEC91AC01CCAF0520E9C4340AF6C1F54B0C71AC05812262FA69D4340EEAC3739C0D31AC0D00643C4679C43408ECDB31C45D71AC0
1709,Skilled manual labour,High,Wealthy,Formal Residential,,0.3205034662,564,404,1.396039604,0.0005682686,0.0007933254,1268,3956.2754652364,True,wealthy,wealthy,0103000020E61000000100000006000000616D139D879C4340F35F6BDC8E1E1BC0555BF504F59B4340BC716900E91A1BC0F6EF266A0D9C434086824491301A1BC0297F5EB3A39C4340F4EB976B84171BC0E29AE5B4EE9C43406F79EAA56C191BC0616D139D879C4340F35F6BDC8E1E1BC0
1676,Commercial,High,Wealthy,Formal Residential,,1.3039888581,269,178,1.5112359551,0.0048475422,0.0073257801,1586,1216.2680609896,True,wealthy,wealthy,0103000020E61000000100000007000000BA23D22D2D9B4340E871F384C5E31AC048D3054AE59A434053FB0E5931E11AC08E5A9B57CD9A4340BE1DB7C24ADD1AC032638DCEEC9B43408DC1177024D61AC0D00643C4679C43408ECDB31C45D71AC07FCF3E52489C43407280A95E76E01AC0BA23D22D2D9B4340E871F384C5E31AC0
1680,Office services,High,Wealthy,Education / Formal Residential,,0.2148725263,10,4,2.5,0.0214872526,0.0537181316,183,851.6677451964,True,wealthy,wealthy,0103000020E61000000100000006000000C37280E59B9B4340D5E5ED8D14271BC0AED5AA66899B434079D4E76862251BC0C42DE59DB79B43400661679BC3211BC051CFD8DA2B9C43404D3DA07E42221BC083CCBD60269C43404206CD363D251BC0C37280E59B9B4340D5E5ED8D14271BC0
1610,Skilled manual labour,Medium,Average / Wealthy,Military / Informal Residential / Formal Residential,,1.5577916224,864,590,1.4644067797,0.0018029996,0.0026403248,798,512.2636356029,True,wealthy,wealthy,0103000020E61000000100000006000000292C4F220D9943409E97F38A5CCD1AC078C04506D298434061BA8E1F1EC11AC0226D7021579A4340FF169ED674C11AC04EDB40BC869A43401AE0B5B896C51AC0B06139E7369A43401A6209C632CC1AC0292C4F220D9943409E97F38A5CCD1AC0
1608,Unskilled manual labour,Medium,Average / Wealthy,Informal Residential,,0.5930349714,323,234,1.3803418803,0.0018360216,0.0025343375,1127,1900.3938290873,True,wealthy,wealthy,0103000020E61000000100000005000000700D4795F1994340C9D152C6EF611BC049E3EF2806994340A4EE14E6725B1BC0414382D3279943404C308B0603581BC06BC7A7CD0C9A4340C13C794F3B581BC0700D4795F1994340C9D152C6EF611BC0
1589,Unskilled manual labour,High,Wealthy,Peri-Urban,,2.4102541748,463,347,1.3342939481,0.0052057326,0.0069459774,1270,526.9153823198,,wealthy,wealthy,0103000020E6100000010000000700000024FA706B33994340C714E8ADA4131BC0C83721BD6C9643409CB541AF16091BC0501A613379964340791760AA92031BC04A489B4BE998434091B32BE18A061BC0D0D9DEC16A9943400D761F253E0F1BC09BD941A162994340BF8E7D2DFD121BC024FA706B33994340C714E8ADA4131BC0
1602,Unskilled manual labour,Medium,Average / Wealthy,Informal Peri-Urban ,,0.7308393665,282,207,1.3623188406,0.002591629,0.003530625,487,666.3570988394,,wealthy,wealthy,0103000020E61000000100000005000000D0D9DEC16A9943400D761F253E0F1BC04A489B4BE998434091B32BE18A061BC080D84258C6994340F244CF3376011BC070F3A1DCFD994340F39F93B3BA081BC0D0D9DEC16A9943400D761F253E0F1BC0
1659,Unskilled manual labour,High,Poor,Informal Residential,,2.064805952,463,322,1.4378881988,0.0044596241,0.0064124408,1334,646.0655533789,True,poor,poor,0103000020E61000000100000006000000A7133225159B4340B6B59225E1A41BC0AAE17B29509A434062BF50DDCE9F1BC080770AA76E9A43408619A3BA298F1BC0ACA8DA24539C4340889BD3793D9F1BC07CFB7AF4529C4340053250056E9F1BC0A7133225159B4340B6B59225E1A41BC0
1785,Unskilled manual labour,Medium,Poor / Average,Informal Residential,,0.3357652818,888,652,1.3619631902,0.0003781141,0.0005149774,1315,3916.4263587498,True,poor,poor,0103000020E61000000100000007000000729B3A870C9F4340A8C6E0688A451BC05200A552429E434008A54CBF0D451BC054339D163D9E434072056ECA65441BC022CCB1635D9E4340C58F68E137411BC0B54A849BD79E4340410B34CA073F1BC07137AD3B189F43405B4492D8FD441BC0729B3A870C9F4340A8C6E0688A451BC0
1456,,Medium,Poor / Average,Informal Peri-Urban ,,1.4256595093,1603,1155,1.3878787879,0.0008893696,0.0012343372,2625,1841.2531062974,,poor,poor,0103000020E610000001000000070000002A38DE85F18E4340DFC2A0E508271BC0A670B501DD8D43402C52856120231BC060EAEF7EFD8D434018328775BB1B1BC036C1A3E8948E4340185758B4AD181BC06B49B881488F43404E1CC439D11A1BC052C3ACBF418F4340D672695B2A251BC02A38DE85F18E4340DFC2A0E508271BC0
1672,Unskilled manual labour,High,Average,Formal Residential,,0.4055515354,304,220,1.3818181818,0.0013340511,0.0018434161,1500,3698.666801193,True,average,average,0103000020E61000000100000006000000662B18E88C9B434062388403824B1BC0748BAB430A9B4340B44B7B7083481BC0CE456541FC9A4340942D29B636461BC01CB8A67CFD9B43403A9273C49E441BC09D31D90AE99B4340EB3B9D0435491BC0662B18E88C9B434062388403824B1BC0
1669,Skilled manual labour,High,Average,Informal Residential / Formal Residential,,0.6113416613,1219,934,1.3051391863,0.0005015108,0.0006545414,832,1360.9411114365,True,average,average,0103000020E61000000100000007000000A3E13E03A69B4340682AF864225A1BC0DA98E615269B4340D9A6597563591BC00A0F65CCF99A434079668A8B28541BC04EFC14953A9B43408EF5D6245C511BC09AAFA559959B4340110CCD606A501BC062A2B2E6039C43406E259F78B0571BC0A3E13E03A69B4340682AF864225A1BC0
1666,Skilled manual labour,High,Average,Informal Residential,,0.8269664664,1098,824,1.3325242718,0.0007531571,0.0010036001,2161,2613.1652102838,True,average,average,0103000020E61000000100000008000000CE456541FC9A4340942D29B636461BC096AD32E8B39A43401D0CDDDE7A431BC002B637D3769B4340058E288FCF3C1BC00295EDBFB79B4340B0F7D89DE03C1BC00A55F7AD1F9C43407544A044F93F1BC00E079A9B3D9C4340114F91052C421BC01CB8A67CFD9B43403A9273C49E441BC0CE456541FC9A4340942D29B636461BC0
1671,Commercial,High,Average,Informal Residential,,0.8267341686,1112,824,1.3495145631,0.000743466,0.0010033182,1717,2076.8465428638,True,average,average,0103000020E610000001000000080000000295EDBFB79B4340B0F7D89DE03C1BC002B637D3769B4340058E288FCF3C1BC0731323F51A9B43406891E686113A1BC086A57C560B9B4340D6FDC6CC41351BC0425355FBAB9B4340D780D3C74E311BC0000BE2AE259C43406F9156BA1C331BC0CCF9B3E0329C43406E654B9E40351BC00295EDBFB79B4340B0F7D89DE03C1BC0
1556,Commercial,High,Average,Formal Residential,,1.1553354351,361,270,1.337037037,0.0032003752,0.0042790201,1213,1049.9115349096,True,average,average,0103000020E61000000100000008000000F06AE0114A974340DF7058FC38AA1AC0BC6DBC9A559643402D459F48E0A41AC0F48BF445599643406EDC86549C9F1AC030A463BA04974340383E2F585D9E1AC0C161D60908984340D467647218A41AC0AEBC491A009843408A5A1913EBA41AC0AA4D082E659743402FBB142B24AA1AC0F06AE0114A974340DF7058FC38AA1AC0
1569,Unskilled manual labour,High,Average,Formal Residential / Informal Residential,,1.5240710397,669,493,1.3569979716,0.0022781331,0.003091422,2186,1434.3163429574,True,average,average,0103000020E610000001000000080000005668ABD5989743400C6DF3718C6C1BC0DE96EEB20A974340098DBB9ECD671BC0703B0603D4964340D5FF5802715F1BC0674B4DADD39743403D6A98B0505D1BC060F9F2F15F98434097017FF8265F1BC082B62D1F889843401BE2C7B0FE621BC09808F3B2A5974340021341F3896C1BC05668ABD5989743400C6DF3718C6C1BC0
1567,Unskilled manual labour,High,Average,Informal Residential,,1.2832137226,671,477,1.4067085954,0.00191239,0.0026901755,1578,1229.7250038554,True,average,average,0103000020E61000000100000006000000BB38184D86974340479C6E791F8E1BC0313D71253397434047CBCE2FCC8B1BC06CF15DC757974340FA10C97DD4811BC0CF0D1599649743407A9F2B2941811BC068E999724D9943406FEE3BCF728B1BC0BB38184D86974340479C6E791F8E1BC0
1587,Unskilled manual labour,High,Average,Informal Peri-Urban ,,6.7148688868,601,440,1.3659090909,0.0111728268,0.0152610657,6215,925.5579081005,,average,average,0103000020E610000001000000060000006FE5EEC81C964340C01E06B57CC51BC0D14B5C86A19643400FDF02358EB51BC0C92A055EF798434050EEDD0BF9AD1BC0677DFCBDBE9A4340B1C19BFD8AB71BC04C37A5ABC9994340EC518A6B68C31BC06FE5EEC81C964340C01E06B57CC51BC0
1656,Unskilled manual labour,High,Wealthy,Formal Residential,,1.8337766806,291,208,1.3990384615,0.0063016381,0.008816234,470,256.30165601,True,wealthy,wealthy,0103000020E61000000100000006000000584F7659F79A4340BE5A88F112BB1AC030ADD2D6AE9A4340C10281E455B81AC08DB1596EA89A43402633B8F2C9AD1AC0962AEF23F69C43409C5B0B0919AD1AC01D8EC76D6E9B4340E06B71899CBA1AC0584F7659F79A4340BE5A88F112BB1AC0
1681,Commercial,High,Wealthy,Education / Formal Residential,,0.5908663557,252,187,1.3475935829,0.0023447078,0.0031597131,601,1017.1504845502,True,wealthy,wealthy,0103000020E6100000010000000A00000051CFD8DA2B9C43404D3DA07E42221BC0C42DE59DB79B43400661679BC3211BC0F48ED83F369B43409EECD2DADA1C1BC022416D64B09B43401B5F27068C1A1BC0555BF504F59B4340BC716900E91A1BC0616D139D879C4340F35F6BDC8E1E1BC03192C8208B9C434053ADDE35F21E1BC05D148011869C43403B04A9EA1B201BC0B8E1EB7F839C43408E382F1E3B201BC051CFD8DA2B9C43404D3DA07E42221BC0
1663,Skilled manual labour,High,Wealthy,Formal Residential,,1.7164877842,282,202,1.396039604,0.0060868361,0.0084974643,720,419.4611850086,True,wealthy,wealthy,0103000020E610000001000000080000008B885E9AA29B43400E752BD7EEC91AC04EDB40BC869A43401AE0B5B896C51AC0226D7021579A4340FF169ED674C11AC0584F7659F79A4340BE5A88F112BB1AC01D8EC76D6E9B4340E06B71899CBA1AC01A3A42D8429C43406540E51F73C31AC01CCAF0520E9C4340AF6C1F54B0C71AC08B885E9AA29B43400E752BD7EEC91AC0
1662,Unskilled manual labour,Medium,Average / Wealthy,Industrial / Formal Residential,,0.3740948503,509,360,1.4138888889,0.0007349604,0.0010391524,628,1678.7186446865,True,wealthy,wealthy,0103000020E610000001000000060000000A8835D8979B434056E72A5710301BC0A4C54362D49A4340AEED478C7B2D1BC0797397443C9B43409B82F82607291BC00B302B40929B4340A9B07542C6281BC001F2BCD8BA9B43406D921CEC722A1BC00A8835D8979B434056E72A5710301BC0
1658,Commercial,Medium,Average / Wealthy,Formal Residential,,0.2641875051,177,119,1.487394958,0.0014925848,0.0022200631,338,1279.394344835,True,wealthy,wealthy,0103000020E61000000100000007000000797397443C9B43409B82F82607291BC0C3158F8DBF9A43408E7A6C2DC7251BC08272C028F69A4340CE6152DBAB231BC0AED5AA66899B434079D4E76862251BC0C37280E59B9B4340D5E5ED8D14271BC00B302B40929B4340A9B07542C6281BC0797397443C9B43409B82F82607291BC0
1675,Unskilled manual labour,High,Poor,Informal Residential,,0.8672996866,1602,1115,1.4367713004,0.0005413856,0.0007778473,3738,4309.9289180556,True,poor,poor,0103000020E61000000100000006000000838F118C8D9B4340AC80A031BE691BC08F1C50B5F69A4340BDBB3124B6621BC024866F97C59B4340E6EE2276EE5E1BC078112ECF699C4340FB78D31338621BC01A4DC361309C43403D3E265CB5671BC0838F118C8D9B4340AC80A031BE691BC0
1657,Commercial,Medium,Average / Wealthy,Formal Residential,,0.4719665208,862,650,1.3261538462,0.000547525,0.0007261023,1764,3737.5532423899,True,wealthy,wealthy,0103000020E610000001000000080000004EFC14953A9B43408EF5D6245C511BC05219D2E7D09A434027220865684E1BC0438B923FB09A4340DB8F0352574C1BC0748BAB430A9B4340B44B7B7083481BC0662B18E88C9B434062388403824B1BC0F08C5AC5999B434034B0F6FD39501BC09AAFA559959B4340110CCD606A501BC04EFC14953A9B43408EF5D6245C511BC0
1682,Commercial,Medium,Average / Wealthy,Formal Residential,,0.2235440512,448,329,1.3617021277,0.0004989823,0.0006794652,703,3144.7940402195,True,wealthy,wealthy,0103000020E6100000010000000700000001F2BCD8BA9B43406D921CEC722A1BC00B302B40929B4340A9B07542C6281BC0C37280E59B9B4340D5E5ED8D14271BC083CCBD60269C43404206CD363D251BC0710E0312339C434001168FBECD251BC0983177F62E9C4340B20B80CD0D2A1BC001F2BCD8BA9B43406D921CEC722A1BC0
1573,Unskilled manual labour,Medium,Average / Wealthy,Vegetation / Informal Residential,,2.7836450093,208,161,1.2919254658,0.0133829087,0.0172897206,575,206.5636954715,True,wealthy,wealthy,0103000020E6100000010000000900000014FFA77EF4974340859FA84C451B1BC0F17BAB50C4974340D7D34388051B1BC0258CB8CA1E964340820F437331121BC03FDD124713964340FA2A4361B6111BC005B0ACA70E964340949B2F1A42101BC0C83721BD6C9643409CB541AF16091BC024FA706B33994340C714E8ADA4131BC026D81610E6984340088E6A0F3E181BC014FFA77EF4974340859FA84C451B1BC0
1584,Unskilled manual labour,Medium,Average / Wealthy,Informal Residential,,0.8564337281,376,282,1.3333333333,0.0022777493,0.003036999,767,895.5742573213,True,wealthy,wealthy,0103000020E61000000100000007000000869C392D8E984340B588B3790F241BC00593F3F960984340844A7B3C7F231BC014FFA77EF4974340859FA84C451B1BC026D81610E6984340088E6A0F3E181BC0153FACC831994340C6ED07FAF2201BC051D7159FC39843405472CD1EE9231BC0869C392D8E984340B588B3790F241BC0
1661,Office services,Medium,Average / Wealthy,Education,,1.151717322,122,83,1.4698795181,0.0094403059,0.0138761123,212,184.0729456348,,wealthy,wealthy,0103000020E6100000010000000B000000732E2770159B43401D2A2E78EB1C1BC0D0A76545C39A43408BBE60BAB21B1BC023964EA6609A43403E5105E901181BC0D6C5B08E359A43404C618511E2141BC0C8255BEFB49A4340B51AE59092111BC01C6BE23D0F9B4340C08F36A214111BC040E14A55AB9B43403246C7DC34141BC0B0BDA5EEB49B43406CB9E5D7BD141BC022416D64B09B43401B5F27068C1A1BC0F48ED83F369B43409EECD2DADA1C1BC0732E2770159B43401D2A2E78EB1C1BC0
1678,Office services,Medium,Average / Wealthy,,,0.9165851917,672,500,1.344,0.0013639661,0.0018331704,1098,1197.9246554852,,wealthy,wealthy,0103000020E610000001000000070000008DF9228B219B4340E03E3F83C2F31AC05CB60991079B4340186D2AD03CF31AC0BB4EEAD5F99A4340566B8E033AEA1AC04602093C359B43400ED7F1BAC1E61AC03BB4BEF0009C43402A2179BE77E91AC01D6E5A2B429C43406ED4EA40B8EC1AC08DF9228B219B4340E03E3F83C2F31AC0
1665,Office services,High,Poor,Airport,,2.7065991653,46,21,2.1904761905,0.0588391123,0.1288856745,750,277.1005066486,,poor,poor,0103000020E6100000010000000A000000EA9105DE669A434073FD23C5328E1BC01AB93794E899434044D19F68E38B1BC030C66841E799434020786C68D48B1BC0897027B3D999434004FD724320831BC0DB32E105F0994340DACA541A4A821BC0DED0C4158C9B4340044BC1002A791BC09A085792DF9B43402217D402FE7A1BC0017E5062E99B43406DD7A6FA41871BC0607EDD3BB69A43402D1BE597998D1BC0EA9105DE669A434073FD23C5328E1BC0
1677,Unskilled manual labour,Medium,Poor / Average,Peri-Urban,,9.5714053886,1675,1142,1.4667250438,0.0057142719,0.0083812657,2304,240.717000948,,poor,poor,0103000020E610000001000000080000003741951F5EA04340099B871312001CC0901D8A87669943404440655DD2E21BC0A6E8395467994340726ED6256BE11BC074DAD275BE9A43401945BCE7F0D61BC070D3F074CF9A4340759A1F40EAD61BC04103E0ECF0A043408CA1DCF9C5F61BC0CF92070214A14340461676FB3AFA1BC03741951F5EA04340099B871312001CC0
1668,Unskilled manual labour,Medium,Poor / Average,Informal Peri-Urban ,,5.9874324311,616,419,1.4701670644,0.0097198578,0.0142898149,2629,439.0863747081,,poor,poor,0103000020E6100000010000000900000074DAD275BE9A43401945BCE7F0D61BC04C37A5ABC9994340EC518A6B68C31BC0677DFCBDBE9A4340B1C19BFD8AB71BC074DC0DB2029B43400C5328BDCCB61BC0213435B6089C43407E83FE6205B81BC041BC8CB9B59C4340AE11CF6D8ABE1BC0281A46B2BD9C4340501FF6E3CDCB1BC070D3F074CF9A4340759A1F40EAD61BC074DAD275BE9A43401945BCE7F0D61BC0
1704,Unskilled manual labour,High,Wealthy,Formal Residential / Informal Residential,,0.6233719859,550,401,1.3715710723,0.0011334036,0.0015545436,416,667.3382978541,True,wealthy,wealthy,0103000020E61000000100000006000000AFC1C0A2639C4340012BF8E6F5EC1AC01D6E5A2B429C43406ED4EA40B8EC1AC03BB4BEF0009C43402A2179BE77E91AC05A97A443909C43405726B2131DE31AC0B9CE6D3B629D4340D0E10EC518E61AC0AFC1C0A2639C4340012BF8E6F5EC1AC0
1725,Commercial,High,Average,Education / Informal Residential,,0.4157717471,327,207,1.5797101449,0.0012714732,0.0020085592,704,1693.2367456792,True,average,average,0103000020E610000001000000070000009B193FF0F69C4340D20C4E5A53F71AC04D103884A19C4340B9E9EC0145F11AC08EF2D92BAB9C434012DB7F9449F01AC0586172E3609D43408B2967BD57F01AC057B6D6AFA59D43403D3D9B6961F31AC012674D109E9D4340E942015CE9F31AC09B193FF0F69C4340D20C4E5A53F71AC0
